id,id_str,created_at,full_text,media_url,url,type,language_code,country,country_code,user_loc
1260102488935497732,1260102488935497732,Tue May 12 07:00:19 +0000 2020,#Nacionales  Diputado Trujillo pidió transferencias en cifras de contagios por Covid-19  #elsiglocomve📲 https://t.co/77OUcRk9gH https://t.co/GtGvfB85Mm,http://pbs.twimg.com/media/EXzIiUUXsAErSWG.jpg,https://t.co/GtGvfB85Mm,photo,es,,,|Maracay, Venezuela|
1260142225616449536,1260142225616449536,Tue May 12 09:38:13 +0000 2020,Un fármaco ruso contra COVID-19 pasa pruebas en 11 centros médicos - https://t.co/OFhJR4RVcz https://t.co/zr1DwVZgfl,http://pbs.twimg.com/media/EXzsrQiXsAA5CEh.png,https://t.co/zr1DwVZgfl,photo,es,,,Brasil - Goiânia
1260103901480726528,1260103901480726528,Tue May 12 07:05:56 +0000 2020,La #FundacióMAP rep una aportació de @FundaciolaCaixa per fer front a les despeses extraordinàries per la compra de material de protecció per als professionals datenció directa i del #CET durant la #Covid19. Moltes gràcies! https://t.co/YgbP2WiQE6 https://t.co/Ut1X5xpgcs,http://pbs.twimg.com/media/EXzJ0bdXkAEze6O.jpg,https://t.co/Ut1X5xpgcs,photo,ca,,,Ripoll (Girona)
1260140041826742273,1260140041826742273,Tue May 12 09:29:32 +0000 2020,[WATCH] Unicef releases remake of Makebas Pata Pata to highlight Covid-19 https://t.co/2UDyJki2w0 https://t.co/tROHr7Wi2S,http://pbs.twimg.com/media/EXzqsKSUcAEgXfK.jpg,https://t.co/tROHr7Wi2S,photo,en,,,|Cape Town, South Africa|
1260144434580160518,1260144434580160518,Tue May 12 09:47:00 +0000 2020,#Argentina  Gobierno extiende cuarentena hasta el 24 de mayo →https://t.co/LpppJP8viuEl decreto alega la necesidad de continuar controlando el impacto de la epidemia en cada jurisdicción(...) habilitar en forma paulatina la realización de nuevas actividades productivas https://t.co/XMO72t9hA5,http://pbs.twimg.com/media/EXxMrOXXYAAeEnG.jpg,https://t.co/XMO72t9hA5,photo,es,,,Caracas
1260095817651642373,1260095817651642373,Tue May 12 06:33:49 +0000 2020,Upaya Polsek Cibatu Purwakarta dalam mencegah penyebaran covid-19.#SiagaLawanCovid19 https://t.co/GpI59eQ3RN,http://pbs.twimg.com/media/EXzCdQkUwAAVqBn.jpg,https://t.co/GpI59eQ3RN,photo,in,,,|Purwakarta, Indonesia|
1260111990246109187,1260111990246109187,Tue May 12 07:38:04 +0000 2020,GTPP Covid-19 Tanggamus Kembali Salurankan Bahan Pangan Untuk 7 Kecamatan https://t.co/UVTnozGXVX https://t.co/Mm3VK2ZgDi,http://pbs.twimg.com/media/EXzRLVvU0AADx_v.jpg,https://t.co/Mm3VK2ZgDi,photo,in,,,Blambangan Umpu
1260138405821739014,1260138405821739014,Tue May 12 09:23:02 +0000 2020,Tennessee Providing Virus Patient Info to First Responders https://t.co/KVr6SoSlfr https://t.co/7nf9FBWAJI,http://pbs.twimg.com/media/EXzpM8DVcAIV9_B.jpg,https://t.co/7nf9FBWAJI,photo,en,,,United States
1260081032214315008,1260081032214315008,Tue May 12 05:35:03 +0000 2020,New York New York – die Entstehung des ikonischen SongsSeit dem Ausbruch von Corona hat sich eine neue Tradition in #NewYork eingebürgert. Um 19 Uhr klatschen die Menschen...https://t.co/0eDK7zOOvt https://t.co/uQTyGm2F3h,http://pbs.twimg.com/media/EXy1BRnX0AEwjxS.jpg,https://t.co/uQTyGm2F3h,photo,de,,,|New York, USA|
1260124945817808896,1260124945817808896,Tue May 12 08:29:33 +0000 2020,Nurses from UAE’s COVID-19 frontline speak out https://t.co/urSsAp2UO9 https://t.co/UQ2b2NQ03o,http://pbs.twimg.com/media/EXzc9dyU4AY9xbq.jpg,https://t.co/UQ2b2NQ03o,photo,en,,,United Arab Emirates
